Score,Armor Class,Armor Name,Weapon Name,Build Name,Subclass Type,Super,Class Ability,Jump,Melee,Grenade,Aspects,Fragment Slots,Fragments,Description
10,Titan,"The Path of Burning Steps","Bastion","The Solar Flare Immolation","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","The Path of Burning Steps synergizes with Bastion by ability: roaring flames. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Slow"
10,Titan,"The Path of Burning Steps","Bad Juju","The Sunbreaker's Embrace","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","The Path of Burning Steps synergizes with Bad Juju by ability: roaring flames. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Energy"
10,Titan,"The Path of Burning Steps","Tessellation","The Sunbreaker's Immolation","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","The Path of Burning Steps synergizes with Tessellation by ability: roaring flames. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Energy"
10,Titan,"The Path of Burning Steps","Microcosm","The Incandescent Immolation","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","The Path of Burning Steps synergizes with Microcosm by ability: roaring flames. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Energy"
10,Titan,"Heart of Inmost Light","Wish-Ender","The Vanguard's Supremacy","Arc Titan","Thundercrash","Towering Barricade","Strafe Lift","Thunderclap","Pulse Grenade","Knockout; Touch of Thunder",4,"Spark of Resistance; Spark of Instinct","Heart of Inmost Light synergizes with Wish-Ender by ability: neutral / any. Focus on versatile damage output. Become a missile and obliterate targets. Your aspects (Knockout + Touch of Thunder) amplify this synergy. Additional synergies: Bow"
10,Titan,"Heart of Inmost Light","Trinity Ghoul","The Voltaic Dominance","Arc Titan","Thundercrash","Towering Barricade","Strafe Lift","Thunderclap","Pulse Grenade","Touch of Thunder; Knockout",4,"Spark of Resistance; Spark of Shock; Spark of Magnitude; Spark of Ions","Heart of Inmost Light synergizes with Trinity Ghoul by ability: neutral / any. Focus on chaining lightning and becoming amplified. Become a missile and obliterate targets. Your aspects (Touch of Thunder + Knockout) amplify this synergy. Additional synergies: Bow"
10,Titan,"Heart of Inmost Light","Heirloom","The Empyrean Embrace","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","Heart of Inmost Light synergizes with Heirloom by ability: neutral / any. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Bow"
10,Titan,"Heart of Inmost Light","Leviathan's Breath","The Void's Oblivion","Void Titan","Ward of Dawn","Towering Barricade","Strafe Lift","Shield Throw","Suppression Grenade","Bastion; Controlled Demolition",4,"Echo of Cessation; Echo of Remnants; Echo of Undermining; Echo of Starvation","Heart of Inmost Light synergizes with Leviathan's Breath by ability: neutral / any. Focus on weakening foes and feeding the Void for devour. Protect your team with an impenetrable shield. Your aspects (Bastion + Controlled Demolition) amplify this synergy. Additional synergies: Bow"
10,Titan,"Heart of Inmost Light","Ticuu's Divination","The Radiant Inferno","Solar Titan","Hammer of Sol","Towering Barricade","Strafe Lift","Throwing Hammer","Solar Grenade","Sol Invictus; Roaring Flames",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Singeing","Heart of Inmost Light synergizes with Ticuu's Divination by ability: neutral / any. Focus on igniting enemies and sustaining through Solar restoration. Rain solar hammers upon your foes. Your aspects (Sol Invictus + Roaring Flames) amplify this synergy. Additional synergies: Bow"
10,Titan,"Heart of Inmost Light","Le Monarque","The Void's Eclipse","Void Titan","Ward of Dawn","Towering Barricade","Strafe Lift","Shield Throw","Suppression Grenade","Bastion; Controlled Demolition",4,"Echo of Cessation; Echo of Remnants; Echo of Undermining; Echo of Starvation","Heart of Inmost Light synergizes with Le Monarque by ability: neutral / any. Focus on weakening foes and feeding the Void for devour. Protect your team with an impenetrable shield. Your aspects (Bastion + Controlled Demolition) amplify this synergy. Additional synergies: Bow"
10,Titan,"Heart of Inmost Light","Verglas Curve","The Hoarfrost's Crystallization","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Heart of Inmost Light synergizes with Verglas Curve by ability: neutral / any. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Bow"
10,Titan,"Icefall Mantle","Malfeasance","The Glacial Grip","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Icefall Mantle synergizes with Malfeasance by ability: stasis subclass. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Slow"
10,Titan,"Icefall Mantle","Wish-Ender","The Frozen Grip","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Icefall Mantle synergizes with Wish-Ender by ability: stasis subclass. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Slow"
10,Titan,"Icefall Mantle","Bastion","The Icebreaker's Freeze","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Icefall Mantle synergizes with Bastion by ability: stasis subclass. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Slow"
10,Titan,"Icefall Mantle","Tessellation","The Hoarfrost's Shattering","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Icefall Mantle synergizes with Tessellation by ability: stasis subclass. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Prometheus Lens","The Empyrean Radiance","Solar Hunter","Golden Gun: Marksman","Marksman's Dodge","Triple Jump","Knife Trick","Healing Grenade","Knock 'Em Down; On Your Mark",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Searing","The Sixth Coyote synergizes with Prometheus Lens by ability: neutral / any. Focus on igniting enemies and sustaining through Solar restoration. Deliver precision eliminations with enhanced damage. Your aspects (Knock 'Em Down + On Your Mark) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Dead Messenger","The Abyssal Dominion","Void Hunter","Shadowshot: Deadfall","Marksman's Dodge","Triple Jump","Snare Bomb","Vortex Grenade","Vanishing Step; Stylish Executioner",4,"Echo of Starvation; Echo of Persistence; Echo of Instability; Echo of Undermining","The Sixth Coyote synergizes with Dead Messenger by ability: neutral / any. Focus on weakening foes and feeding the Void for devour. Tether enemies and suppress their abilities. Your aspects (Vanishing Step + Stylish Executioner) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Jötunn","The Dawn's Inferno","Solar Hunter","Golden Gun: Marksman","Marksman's Dodge","Triple Jump","Knife Trick","Healing Grenade","Knock 'Em Down; On Your Mark",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Searing","The Sixth Coyote synergizes with Jötunn by ability: neutral / any. Focus on igniting enemies and sustaining through Solar restoration. Deliver precision eliminations with enhanced damage. Your aspects (Knock 'Em Down + On Your Mark) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Ergo Sum","The Praxic Supremacy","Void Hunter","Shadowshot: Deadfall","Marksman's Dodge","Triple Jump","Snare Bomb","Vortex Grenade","Vanishing Step; Stylish Executioner",4,"Echo of Starvation; Echo of Persistence","The Sixth Coyote synergizes with Ergo Sum by ability: neutral / any. Focus on versatile damage output. Tether enemies and suppress their abilities. Your aspects (Vanishing Step + Stylish Executioner) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Legend of Acrius","The Tempest Surge","Arc Hunter","Gathering Storm","Gambler's Dodge","Triple Jump","Combination Blow","Flashbang Grenade","Flow State; Lethal Current",4,"Spark of Resistance; Spark of Feedback; Spark of Shock; Spark of Ions","The Sixth Coyote synergizes with Legend of Acrius by ability: neutral / any. Focus on chaining lightning and becoming amplified. Summon an arc storm to control the battlefield. Your aspects (Flow State + Lethal Current) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Wolfsbane","The Dawn's Immolation","Solar Hunter","Golden Gun: Marksman","Marksman's Dodge","Triple Jump","Knife Trick","Healing Grenade","Knock 'Em Down; On Your Mark",4,"Ember of Solace; Ember of Empyrean; Ember of Torches; Ember of Searing","The Sixth Coyote synergizes with Wolfsbane by ability: neutral / any. Focus on igniting enemies and sustaining through Solar restoration. Deliver precision eliminations with enhanced damage. Your aspects (Knock 'Em Down + On Your Mark) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Traveler's Chosen","The Tactical Protocol","Void Hunter","Shadowshot: Deadfall","Marksman's Dodge","Triple Jump","Snare Bomb","Vortex Grenade","Vanishing Step; Stylish Executioner",4,"Echo of Starvation; Echo of Persistence","The Sixth Coyote synergizes with Traveler's Chosen by ability: neutral / any. Focus on versatile damage output. Tether enemies and suppress their abilities. Your aspects (Vanishing Step + Stylish Executioner) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Worldline Zero","The Arc Storm Dominance","Arc Hunter","Gathering Storm","Gambler's Dodge","Triple Jump","Combination Blow","Flashbang Grenade","Flow State; Lethal Current",4,"Spark of Resistance; Spark of Feedback; Spark of Shock; Spark of Ions","The Sixth Coyote synergizes with Worldline Zero by ability: neutral / any. Focus on chaining lightning and becoming amplified. Summon an arc storm to control the battlefield. Your aspects (Flow State + Lethal Current) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Alethonym","The Shatterdive Dominion","Stasis Hunter","Silence and Squall","Marksman's Dodge","Triple Jump","Withering Blade","Duskfield Grenade","Grim Harvest; Touch of Winter",5,"Whisper of Durance; Whisper of Shards; Whisper of Conduction; Whisper of Rime; Whisper of Chains","The Sixth Coyote synergizes with Alethonym by ability: neutral / any. Focus on freezing targets and shattering crystals. Use your Silence and Squall strategically. Your aspects (Grim Harvest + Touch of Winter) amplify this synergy. Additional synergies: Energy"
10,Hunter,"The Sixth Coyote","Bad Juju","The Praxic Protocol","Void Hunter","Shadowshot: Deadfall","Marksman's Dodge","Triple Jump","Snare Bomb","Vortex Grenade","Vanishing Step; Stylish Executioner",4,"Echo of Starvation; Echo of Persistence","The Sixth Coyote synergizes with Bad Juju by ability: neutral / any. Focus on versatile damage output. Tether enemies and suppress their abilities. Your aspects (Vanishing Step + Stylish Executioner) amplify this synergy. Additional synergies: Energy"
